circuit,TF-value,TI-value,T-EV-value,conf,cred,p-TF,p-TI,T-EV,y-test,y-pred
578,TRUE,FALSE,FALSE,0.999,0.716,0.716554654,0.001002813,0.001383041,TF,0
579,TRUE,FALSE,FALSE,0.973,0.21,0.210076443,0.003127336,0.026424503,TF,0
580,FALSE,FALSE,TRUE,0.99,0.235,0.010310669,0.002215109,0.233790633,T-EV,2
581,TRUE,TRUE,FALSE,0.934,0.176,0.178145317,0.065902491,0.003511665,TF,0
582,TRUE,FALSE,FALSE,0.999,0.771,0.770170956,0.00088073,2.44E-05,TF,0
583,TRUE,FALSE,FALSE,0.989,0.235,0.23495498,0.002222207,0.010652733,TF,0
584,TRUE,FALSE,FALSE,0.999,0.876,0.90504065,0.00129314,0.001530334,TF,0
585,TRUE,FALSE,FALSE,1,0.569,0.565558326,0.000208566,0.001553201,TF,0
586,TRUE,FALSE,FALSE,0.999,0.869,0.877938281,0.000303909,0.000737404,TF,0
587,TRUE,FALSE,FALSE,0.998,0.355,0.354955236,0.001283774,0.002868498,TF,0
588,TRUE,FALSE,FALSE,0.988,0.225,0.224464027,0.002177074,0.012523432,TF,0
589,TRUE,FALSE,FALSE,0.968,0.208,0.209160345,0.003133036,0.030953311,TF,0
590,TRUE,FALSE,FALSE,0.999,0.861,0.845333149,0.000406078,0.001108939,TF,0
591,TRUE,FALSE,FALSE,0.999,0.813,0.811431871,0.000584274,0.00153711,TF,0
592,TRUE,FALSE,FALSE,0.998,0.341,0.340534067,0.000991371,0.002256399,TF,0
593,TRUE,FALSE,FALSE,0.968,0.208,0.207883335,0.002287257,0.031271642,TF,0
594,FALSE,TRUE,FALSE,0.999,0.995,0.0010468,0.995123699,0.000121456,TI,1
595,TRUE,TRUE,FALSE,0.912,0.139,0.140360188,0.0888656,0.042359204,TF,0
596,TRUE,FALSE,FALSE,0.997,0.296,0.295310478,0.000972695,0.002976772,TF,0
597,TRUE,FALSE,FALSE,0.999,0.792,0.793331432,0.000302468,0.000252959,TF,0
598,TRUE,FALSE,TRUE,0.915,0.146,0.145225263,0.032205426,0.084835081,TF,0
599,TRUE,FALSE,FALSE,0.989,0.235,0.234210143,0.002385187,0.010264285,TF,0
600,TRUE,FALSE,FALSE,0.998,0.467,0.465690939,0.000582937,0.002025441,TF,0
601,TRUE,FALSE,TRUE,0.933,0.174,0.174562204,0.005847974,0.066885067,TF,0
602,TRUE,FALSE,TRUE,0.935,0.176,0.176555727,0.005656127,0.065205327,TF,0
603,TRUE,TRUE,TRUE,0.888,0.127,0.110617324,0.122677081,0.060814122,TI,1
604,TRUE,FALSE,FALSE,0.998,0.301,0.302250979,0.001509143,0.002889064,TF,0
605,TRUE,FALSE,FALSE,0.999,0.933,0.933427808,0.001287182,0.00044711,TF,0
606,TRUE,FALSE,FALSE,0.998,0.389,0.389073696,9.17E-05,0.001911029,TF,0
607,TRUE,FALSE,FALSE,0.999,0.531,0.530934688,0.000164013,0.000250209,TF,0
608,TRUE,FALSE,FALSE,0.999,0.795,0.795161248,0.000734172,0.000247399,TF,0
609,TRUE,FALSE,FALSE,0.999,0.587,0.587141368,0.000498735,0.000918927,TF,0
610,FALSE,TRUE,FALSE,0.999,0.973,0.001209198,0.973212762,0.000598813,TI,1
611,TRUE,FALSE,FALSE,0.997,0.449,0.447911401,8.84E-05,0.001805093,TF,0
612,TRUE,FALSE,FALSE,0.997,0.311,0.310274998,0.000754035,0.002605803,TF,0
613,TRUE,FALSE,FALSE,0.997,0.473,0.474144688,0.001112455,0.002462738,TF,0
614,TRUE,TRUE,FALSE,0.91,0.14,0.137850682,0.087840159,0.042481208,TF,0
615,TRUE,FALSE,FALSE,0.999,0.919,0.904656537,3.96E-05,0.000563088,TF,0
616,TRUE,FALSE,FALSE,0.999,0.524,0.523716444,0.001037752,0.000987517,TF,0
617,TRUE,TRUE,TRUE,0.887,0.127,0.110973985,0.126819244,0.060484403,TI,1
618,TRUE,FALSE,FALSE,0.969,0.208,0.20913602,0.030769643,0.002612984,TF,0
619,TRUE,TRUE,FALSE,0.916,0.142,0.142067448,0.084973732,0.030812702,TF,0
620,TRUE,FALSE,FALSE,0.999,0.547,0.546382923,0.00145171,7.87E-05,TF,0
