Block#,Pout,|COND|,P,Pe,Pmost,RP,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,Trojan?
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.063,0.063,0.9375,0.067,0,4,1,4,4,4,4,2,0.25,1.125,1
6,1,15,0.938,0.938,0.9375,1,0,4,1,4,4,4,4,2,0.25,1.125,1
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,1
7,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,1
7,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,1
7,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,1
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,4,4,4,4,2,0.25,1.125,1
8,1,15,0.938,0.938,0.9375,1,0,4,1,4,4,4,4,2,0.25,1.125,1
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,0
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,4,0.25,0.125,0.5,0.5,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
6,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
8,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
9,1,1,0.5,0.5,0.5,1,0,1,1,33,1,32,1,3,0.000947,0.003788,1
9,1,1,0,0,0.5,0,32,32,1,33,32,32,1,3,0.030303,0.033144,1
9,1,0,0.5,0.5,0.5,1,32,32,1,33,32,32,1,3,0.030303,0.033144,1
10,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
10,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
2,0.5,1,0.25,0.125,0.5,0.5,0,2,1,2,1,1,1,4,0.5,2.5,0
2,0.5,1,0.25,0.125,0.5,0.5,0,2,1,2,1,1,1,4,0.5,2.5,0
3,1,1,0.5,0.5,0.5,1,0,1,1,9,1,8,1,4,0.013889,0.069444,1
3,1,1,0.5,0.5,0.5,1,0,1,1,9,1,8,1,4,0.013889,0.069444,1
3,0.5,1,0.002,0.001,0.5,0.004,0,9,1,9,8,8,1,4,0.111111,0.166667,1
3,0.5,0,0.498,0.249,0.5,0.996,0,9,1,9,8,8,1,4,0.111111,0.166667,1
0,1,1,1,1,1,1,8,8,1,8,8,8,8,1,0.125,1.015625,1
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,0
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,2,0.25,0.125,0.5,0.5,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,1,0.125,0.063,0.5,0.25,0,1,1,3,1,1,1,5,0.333333,2,0
2,0.5,1,0.125,0.063,0.5,0.25,0,1,1,3,1,1,1,5,0.333333,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
6,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
8,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,0
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,4,0.25,0.125,0.5,0.5,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
6,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
8,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
9,1,1,0.5,0.5,0.5,1,0,1,1,33,1,32,1,3,0.000947,0.003788,1
9,1,1,0,0,0.5,0,32,32,1,33,32,32,1,3,0.030303,0.033144,1
9,1,0,0.5,0.5,0.5,1,32,32,1,33,32,32,1,3,0.030303,0.033144,1
10,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
10,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
10,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,8,8,8,8,1,0.125,1.015625,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,0
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,4,0.25,0.125,0.5,0.5,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
6,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
7,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,1,0.063,0.063,0.9375,0.067,0,1,1,4,4,4,4,2,0.25,1.125,0
8,1,15,0.938,0.938,0.9375,1,0,1,1,4,4,4,4,2,0.25,1.125,0
9,1,1,0.5,0.5,0.5,1,0,1,1,4,1,3,1,3,0.083333,0.333333,1
9,1,8,0.063,0.063,0.4375,0.143,0,3,1,4,3,3,1,3,0.25,0.5,1
10,1,1,0.004,0.004,0.99609375,0.004,0,8,1,8,8,8,8,2,0.125,1.03125,1
10,1,255,0.996,0.996,0.99609375,1,0,8,1,8,8,8,8,2,0.125,1.03125,1
11,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,4,0.5,2.5,0
11,1,1,0.5,0.5,0.5,1,0,2,1,2,1,1,1,4,0.5,2.5,0
11,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,4,0.5,2.5,0
11,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,4,0.5,2.5,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
0,1,1,1,1,1,1,0,1,1,8,8,8,8,1,0.125,1.015625,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
2,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
2,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
3,1,1,0.25,0.25,0.5,0.5,0,2,1,2,1,1,1,3,0.5,2,0
4,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
5,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
6,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
7,1,1,0.063,0.063,0.9375,0.067,0,4,1,5,4,4,1,4,0.2,0.4,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,0.0625,0.5,0.031,0.002,0.9375,0.033,0,1,1,5,1,4,1,4,0.05,0.25,0
7,1,15,0.938,0.938,0.9375,1,0,4,1,5,4,4,1,4,0.2,0.4,0
8,1,1,0.063,0.063,0.9375,0.067,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.0625,0.004,0,0.9375,0.004,0,4,1,8,4,4,4,4,0.125,0.625,0
8,0.0625,0.9375,0.059,0.004,0.9375,0.063,0,4,1,8,4,4,4,4,0.125,0.625,0
8,1,15,0.938,0.938,0.9375,1,0,4,1,8,4,4,4,4,0.125,0.625,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
9,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
1,1,1,0.5,0.5,0.5,1,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
1,1,1,0.25,0.25,0.5,0.5,0,1,1,2,1,1,1,3,0.5,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,1,1,0.5,0.5,0.5,1,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,4,0.25,0.125,0.5,0.5,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.25,2,0.125,0.031,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
2,0.5,2,0.125,0.063,0.5,0.25,0,1,1,4,1,1,1,7,0.25,2,0
3,1,1,0.5,0.5,0.5,1,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,2,0.25,0.25,0.5,0.5,0,1,1,3,1,1,1,4,0.333333,1.666667,0
3,1,1,0.125,0.125,0.5,0.25,0,1,1,3,1,1,1,4,0.333333,1.666667,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
4,1,1,0.5,0.5,0.5,1,0,1,1,1,1,1,1,2,1,3,0
